Timestamp,Temperature (°C),Humidity (%),CO2 (ppm),Oxygen (O2 %),UV Index,Solar Radiation (W/m²),Air Quality (AQI),GSR,Atmospheric Pressure (hPa)
2025-10-01 13:22:54.930610,23.73,81.48,1234.09,20.92,1.55,945.2,473.42,99.63,1025.23
2025-10-01 13:22:56.931550,30.94,73.97,781.22,19.37,6.96,377.0,158.41,45.22,999.23
2025-10-01 13:22:58.932198,31.42,68.83,543.56,20.59,3.67,453.78,387.78,67.14,959.19
2025-10-01 13:23:00.933132,34.48,84.43,1710.55,19.33,0.06,951.03,345.99,31.44,1037.1
2025-10-01 13:23:02.933600,30.42,33.74,790.63,20.37,2.27,900.21,5.41,45.52,1032.09
2025-10-01 13:23:04.934355,17.79,33.26,1043.59,19.87,3.11,290.02,32.85,76.18,981.69
2025-10-01 13:23:06.935084,20.25,74.56,1242.81,20.32,1.18,601.3,183.16,40.12,1031.56
2025-10-01 13:23:08.935365,28.42,49.74,1184.59,19.26,5.98,939.82,80.04,10.2,995.37
2025-10-01 13:23:10.936058,16.04,66.3,561.31,19.48,10.03,228.81,384.99,92.18,958.63
2025-10-01 13:23:12.936579,32.89,66.63,1855.72,20.39,1.02,818.17,55.34,27.27,996.01
2025-10-01 13:23:14.937138,26.29,74.45,1723.31,19.11,8.7,632.25,293.04,59.83,1001.58
2025-10-01 13:23:16.937873,28.71,31.49,881.37,20.71,7.28,186.38,68.33,25.08,1038.16
2025-10-01 13:23:18.938905,29.64,46.4,1262.69,19.07,5.35,223.52,231.36,83.89,1034.68
2025-10-01 13:23:20.939848,27.45,42.43,354.11,20.57,0.21,583.86,236.52,71.42,981.97
2025-10-01 13:23:22.940407,21.41,64.21,663.28,19.25,3.88,313.63,191.84,50.07,1025.46
2025-10-01 13:23:24.941073,22.43,33.58,1825.75,19.23,9.59,561.89,297.9,91.02,1030.77
2025-10-01 13:23:26.941488,24.43,59.09,1370.74,19.32,8.43,813.73,453.12,14.72,969.76
2025-10-01 13:23:28.942286,22.71,36.5,666.19,20.37,2.95,286.37,333.08,84.0,1029.53
2025-10-01 13:23:30.942643,27.82,32.87,801.99,19.77,1.56,868.61,110.37,23.74,953.14
2025-10-01 13:23:32.943585,31.7,64.02,1782.54,20.71,9.92,629.81,478.32,64.36,1040.79
2025-10-01 13:23:34.943889,17.22,35.68,388.56,19.91,10.23,303.79,348.08,64.77,989.68
2025-10-01 13:23:36.944654,18.69,70.05,1601.15,20.06,0.63,755.6,422.83,37.11,1011.58
2025-10-01 13:23:38.945111,23.4,63.44,504.44,20.57,1.96,368.17,459.77,26.4,1015.02
2025-10-01 13:23:40.945909,29.53,57.95,560.57,20.35,3.47,131.73,210.25,82.3,956.91
2025-10-01 13:23:42.946981,33.56,48.64,1221.62,19.41,10.21,180.84,72.22,15.75,1032.25
2025-10-01 13:23:44.947799,20.03,41.29,1767.92,20.18,4.26,994.84,292.29,46.08,972.72
2025-10-01 13:23:46.950667,19.17,64.97,1438.64,20.91,7.23,785.63,466.41,45.08,1036.12
2025-10-01 13:23:48.951718,16.6,70.57,1276.81,20.54,3.78,379.53,420.26,22.37,1024.46
2025-10-01 13:23:50.952443,20.8,83.44,1221.71,20.47,8.05,939.98,148.94,29.61,1028.93
2025-10-01 13:23:52.953444,33.41,34.28,775.96,20.37,7.55,10.73,275.08,57.98,1017.07
2025-10-01 13:23:54.954468,21.31,36.76,1184.03,20.93,4.63,153.04,73.98,31.55,1011.89
2025-10-01 13:23:56.955547,33.58,37.5,547.38,19.13,4.73,232.57,399.03,10.84,995.05
2025-10-01 13:23:58.956623,20.57,50.18,1918.66,19.75,1.97,822.81,18.48,76.97,1038.81
2025-10-01 13:24:00.957908,20.0,71.68,847.0,19.86,9.01,89.18,100.56,12.9,1024.66
2025-10-01 13:24:02.958648,22.51,69.18,438.12,20.57,3.29,504.85,474.94,75.3,1049.25
2025-10-01 13:24:04.959739,24.81,80.81,984.72,19.44,6.22,58.19,491.11,94.12,978.06
2025-10-01 13:24:06.961100,29.85,56.52,1372.45,20.95,9.34,984.02,302.81,96.42,981.49
2025-10-01 13:24:08.961870,29.31,55.09,1570.84,20.72,7.91,806.54,184.78,50.02,953.87
2025-10-01 13:24:10.963502,15.15,61.52,1118.5,19.74,2.47,910.5,156.07,80.65,1010.21
2025-10-01 13:24:12.965120,30.7,58.79,1638.24,20.23,2.86,535.22,466.9,61.35,973.08
2025-10-01 13:24:14.965647,24.38,65.44,776.75,19.42,4.18,195.28,141.76,69.09,976.52
2025-10-01 13:24:16.966800,34.3,34.4,423.7,20.6,1.75,623.98,305.21,54.25,970.5
2025-10-01 13:24:18.967397,22.66,54.85,1246.42,19.79,6.11,481.77,318.25,52.73,1015.3
2025-10-01 13:24:20.968219,26.27,31.72,1010.03,19.4,2.54,899.07,261.47,26.35,1019.51
2025-10-01 13:24:22.969230,16.35,75.3,1237.42,19.54,5.22,600.51,218.59,1.24,960.38
2025-10-01 13:24:24.970674,21.8,32.75,1635.16,19.61,10.64,510.58,55.67,61.06,1046.89
2025-10-01 13:24:26.971537,26.82,51.98,860.99,20.88,0.81,970.02,440.09,28.27,963.55
2025-10-01 13:24:28.972137,23.33,87.26,390.17,19.96,0.86,645.58,234.17,92.75,1012.23
2025-10-01 13:24:30.973044,32.65,88.92,1892.78,19.22,0.8,635.36,99.76,61.96,1002.58
2025-10-01 13:24:32.973500,22.0,54.5,1190.16,19.67,4.56,603.33,301.8,33.98,1040.39
2025-10-01 13:24:34.974380,29.03,30.88,945.69,19.62,0.15,951.47,355.27,74.76,1022.69
2025-10-01 13:24:36.975362,25.62,62.6,797.69,19.2,0.9,954.35,454.62,16.46,969.3
2025-10-01 13:24:38.976458,15.24,73.41,668.86,19.37,6.06,440.82,373.12,42.75,1021.11
2025-10-01 13:24:40.976799,29.95,70.4,1790.07,20.79,5.56,262.8,290.43,38.98,1022.97
2025-10-01 13:24:42.978082,24.75,87.14,1347.99,20.72,0.01,989.75,142.55,89.82,1047.46
2025-10-01 13:24:44.978905,33.1,61.84,1285.19,20.71,9.57,188.97,63.95,11.58,1048.02
2025-10-01 13:24:46.979803,29.8,36.87,587.96,20.69,0.52,115.69,306.99,26.98,1040.39
2025-10-01 13:24:48.980349,31.72,58.0,1776.36,19.25,4.51,797.0,365.32,57.4,957.42
2025-10-01 13:24:50.981052,22.46,57.97,1383.37,20.04,3.25,778.97,3.38,58.76,950.9
2025-10-01 13:24:52.981649,27.35,37.07,1768.15,20.8,7.25,56.56,189.99,6.79,999.24
2025-10-01 13:24:54.982084,26.38,41.31,380.77,20.58,5.1,307.05,110.42,93.61,988.6
2025-10-01 13:24:56.983013,22.01,37.25,1850.37,19.64,1.13,978.15,101.66,36.0,978.87
2025-10-01 13:24:58.983845,21.09,30.76,1339.02,19.83,6.04,186.47,233.71,33.74,956.78
2025-10-01 13:25:00.984240,27.62,88.77,1292.52,19.88,6.61,766.02,423.45,15.07,1004.67
2025-10-01 13:25:02.984865,27.9,78.79,1750.04,19.1,2.39,233.45,166.86,84.9,1012.36
2025-10-01 13:25:04.985748,15.32,37.14,581.04,19.56,9.29,441.56,34.73,39.69,1000.29
2025-10-01 13:25:06.986508,23.2,75.12,1291.67,20.79,0.79,707.86,481.83,18.71,982.37
2025-10-01 13:25:08.987084,27.33,68.06,1733.52,19.79,3.18,828.23,455.64,86.58,1047.83
2025-10-01 13:25:10.987776,22.93,40.42,443.99,20.9,5.67,232.51,125.61,22.31,988.99
2025-10-01 13:25:12.988911,17.42,34.69,1789.43,20.46,4.99,423.95,442.18,2.81,981.13
2025-10-01 13:25:14.989953,22.91,72.6,783.16,20.38,6.0,510.37,448.49,15.87,1013.53
2025-10-01 13:25:16.990793,19.34,57.88,1925.46,19.88,7.48,328.52,195.8,55.89,981.69
2025-10-01 13:25:18.991363,34.69,51.81,581.45,20.29,7.49,678.09,297.01,73.99,1001.69
2025-10-01 13:25:20.991917,16.07,89.03,859.8,19.19,6.64,491.3,135.86,87.28,1040.92
2025-10-01 13:25:22.992755,18.62,48.87,1506.07,19.53,10.48,940.9,12.08,81.92,965.39
2025-10-01 13:25:24.993638,29.08,85.44,725.83,20.33,3.78,801.56,113.34,8.18,998.64
2025-10-01 13:25:26.994267,15.16,55.36,463.06,20.38,9.86,589.93,456.22,20.55,1023.5
2025-10-01 13:25:28.994746,17.95,82.17,1580.83,20.54,8.98,945.92,224.5,64.8,961.42
2025-10-01 13:25:30.995156,29.01,67.98,1895.32,19.05,1.33,791.04,246.15,60.9,1046.69
2025-10-01 13:25:32.995754,29.74,62.88,1499.13,20.55,9.78,935.55,320.52,1.82,1028.5
2025-10-01 13:25:34.996814,31.53,68.52,1562.99,20.66,9.63,531.41,291.21,24.57,1038.86
2025-10-01 13:25:36.997380,17.47,83.75,519.88,19.83,9.9,546.98,179.73,20.04,1031.54
2025-10-01 13:25:38.998422,16.5,44.83,1437.19,20.25,0.03,973.08,103.28,67.03,1000.11
2025-10-01 13:25:40.999413,19.31,69.46,1670.54,19.75,2.56,208.74,152.74,0.73,1015.18
2025-10-01 13:25:43.000352,24.5,86.57,453.74,19.77,4.54,420.39,439.46,67.82,1047.44
2025-10-01 13:25:45.001070,22.01,31.35,1917.36,20.35,6.78,819.55,488.65,73.45,1012.84
2025-10-01 13:25:47.001662,17.17,71.84,1669.82,19.11,10.54,892.58,323.16,93.2,1000.81
2025-10-01 13:25:49.002370,33.74,57.82,510.47,20.45,9.65,458.92,324.17,88.6,982.35
2025-10-01 13:25:51.003469,17.92,86.04,1430.49,20.12,8.38,821.56,13.07,10.58,990.76
2025-10-01 13:25:53.004431,29.79,74.81,624.21,19.71,1.4,645.78,207.04,29.31,1017.27
2025-10-01 13:25:55.005080,27.42,58.63,605.79,20.63,6.26,520.23,6.83,20.65,1014.33
2025-10-01 13:25:57.005793,19.87,53.6,1835.12,20.99,7.05,927.18,214.38,35.72,968.71
2025-10-01 13:25:59.006792,15.34,86.73,1655.44,19.4,0.52,317.82,376.19,18.38,1006.64
2025-10-01 13:26:01.007854,22.91,37.7,1101.35,20.48,9.36,299.01,366.83,18.15,976.28
2025-10-01 13:26:03.008341,20.83,30.86,1868.07,20.71,3.12,176.28,88.88,6.49,998.37
2025-10-01 13:26:05.009678,28.4,42.18,789.23,19.32,2.08,645.69,74.69,60.7,993.67
2025-10-01 13:26:07.010361,21.75,51.86,1038.61,19.37,9.7,816.68,272.66,6.77,1043.11
2025-10-01 13:26:09.010882,21.39,76.56,631.88,19.28,9.52,834.85,438.96,4.7,1003.55
2025-10-01 13:26:11.011589,24.88,71.31,988.06,19.22,0.58,238.93,117.71,54.79,1006.39
2025-10-01 13:26:13.012873,30.86,67.3,1186.41,20.99,0.4,591.76,374.33,34.16,970.43
2025-10-01 13:26:15.013817,31.93,32.32,1773.92,19.22,0.31,552.5,185.17,65.41,958.11
2025-10-01 13:26:17.014410,22.09,48.97,769.23,20.83,9.9,878.53,353.75,76.26,1016.28
2025-10-01 13:26:19.014771,31.35,57.65,1105.24,20.81,3.71,989.59,35.67,5.92,976.79
2025-10-01 13:26:21.015647,34.29,46.06,471.44,20.19,2.37,771.02,183.93,53.15,973.69
2025-10-01 13:26:23.016072,21.99,48.2,1299.68,19.13,2.55,234.33,455.34,92.68,1028.16
2025-10-01 13:26:25.016779,29.94,86.09,1003.32,19.62,9.69,401.71,2.28,2.32,1023.33
2025-10-01 13:26:27.017589,23.8,56.31,661.32,20.79,0.04,786.33,129.71,10.4,982.48
2025-10-01 13:26:29.018327,23.75,37.17,1728.2,20.57,5.33,696.78,74.89,70.9,1044.57
2025-10-01 13:26:31.019520,33.08,55.95,897.34,19.99,7.45,12.55,485.7,50.46,1014.24
2025-10-01 13:26:33.020438,20.95,58.42,371.46,20.12,6.87,631.62,182.61,53.46,1006.9
2025-10-01 13:26:35.020837,19.99,61.97,688.2,20.5,0.37,108.05,425.27,98.71,967.11
2025-10-01 13:26:37.021672,25.14,54.52,588.8,19.78,2.37,889.71,499.71,60.19,954.13
2025-10-01 13:26:39.022506,31.13,56.15,979.42,20.84,9.73,772.03,33.02,54.67,1004.35
2025-10-01 13:26:41.023052,16.54,64.83,1752.55,20.37,9.36,62.99,68.13,71.09,982.46
2025-10-01 13:26:43.024228,26.39,36.89,1217.59,20.85,6.09,915.55,398.76,16.15,960.49
2025-10-01 13:26:45.025043,24.3,45.62,941.93,19.63,0.82,666.37,318.91,67.77,961.64
2025-10-01 13:26:47.026337,24.34,50.06,1367.16,20.21,4.65,447.35,475.97,83.1,996.3
2025-10-01 13:26:49.027000,32.69,37.94,1320.58,19.38,9.89,957.83,201.27,34.01,986.93
2025-10-01 13:26:51.028344,22.84,59.01,1132.55,19.41,9.05,286.41,50.23,94.81,961.23
2025-10-01 13:26:53.030477,27.32,75.49,1988.45,20.36,3.24,149.95,457.11,90.75,995.23
2025-10-01 13:26:55.031675,33.08,65.46,552.96,20.5,10.89,809.54,237.78,70.47,1044.54
2025-10-01 13:26:57.032601,34.09,30.16,1280.79,19.1,3.36,30.63,443.4,18.48,972.3
2025-10-01 13:26:59.033893,30.62,48.99,1486.82,19.53,10.79,596.91,313.59,25.54,987.16
2025-10-01 13:27:01.034896,32.59,73.11,964.52,20.2,2.18,806.08,232.75,89.48,1046.81
2025-10-01 13:27:03.035863,25.85,55.56,816.45,19.67,5.0,224.94,424.44,78.51,958.16
2025-10-01 13:27:05.036461,15.1,66.33,1362.9,20.87,0.31,412.46,395.94,28.87,970.04
2025-10-01 13:27:07.037802,27.88,44.82,1388.03,20.78,5.03,704.26,425.29,20.21,998.06
2025-10-01 13:27:09.040589,32.55,83.13,605.61,20.71,5.73,274.9,399.61,23.11,1023.5
2025-10-01 13:27:11.041905,25.51,72.0,1840.69,20.96,9.64,885.8,345.45,83.14,961.23
2025-10-01 13:27:13.042941,20.17,60.69,1352.85,20.47,2.75,989.17,405.12,2.67,1006.59
2025-10-01 13:27:15.043787,17.59,78.25,1230.79,19.29,5.9,671.77,193.83,83.85,1029.35
2025-10-01 13:27:17.044446,23.99,58.93,1183.49,20.71,3.64,578.04,444.33,17.46,998.96
2025-10-01 13:27:19.045267,19.72,71.41,1411.31,19.49,5.18,929.11,291.01,63.56,1026.56
2025-10-01 13:27:21.045769,18.87,88.65,361.19,20.71,1.42,61.86,51.53,91.66,1011.02
2025-10-01 13:27:23.046616,19.49,34.8,410.19,19.02,5.89,849.79,235.74,50.58,1013.78
2025-10-01 13:27:25.050497,21.23,69.83,804.08,19.19,9.77,546.79,157.07,88.99,975.67
2025-10-01 13:27:27.052851,18.9,75.62,1094.73,19.27,7.22,962.64,35.22,56.39,988.1
2025-10-01 13:27:29.054152,15.03,68.47,1926.2,19.84,3.41,536.47,397.63,2.29,975.21
2025-10-01 13:27:31.055294,19.01,64.95,1118.94,19.75,6.06,104.35,401.13,95.12,1049.96
2025-10-01 13:27:33.056555,28.96,53.32,1980.32,20.7,6.05,363.96,277.07,31.26,1024.94
2025-10-01 13:27:35.057802,19.39,35.61,748.69,19.73,4.12,717.56,388.31,64.29,1018.52
2025-10-01 13:27:37.058590,17.62,72.48,806.42,20.21,6.97,809.03,178.15,22.63,1013.81
2025-10-01 13:27:39.058897,17.91,64.87,1203.99,19.4,1.98,752.32,264.78,98.93,1007.98
2025-10-01 13:27:41.059305,34.24,60.63,503.78,20.17,7.82,656.51,439.02,67.68,956.45
2025-10-01 13:27:43.060696,25.71,90.0,1459.96,20.33,3.73,704.57,36.81,51.17,978.4
2025-10-01 13:27:45.061263,23.81,40.71,1807.84,20.23,10.46,53.83,458.8,29.04,955.59
2025-10-01 13:27:47.061775,22.8,55.6,1418.46,20.16,1.28,896.57,399.59,36.43,1034.85
2025-10-01 13:27:49.063116,26.07,73.32,904.85,19.6,2.66,330.21,445.64,86.61,1045.78
2025-10-01 13:27:51.063954,24.56,71.23,1575.04,20.03,7.02,840.37,4.49,75.62,998.33
2025-10-01 13:27:53.064964,33.7,50.13,1375.13,20.49,9.12,210.06,443.0,51.46,1011.25
2025-10-01 13:27:55.065852,28.64,79.7,402.7,20.85,10.52,793.08,330.77,40.14,1015.65
2025-10-01 13:27:57.067012,19.37,39.83,431.06,20.73,5.43,887.91,203.0,70.77,961.71
2025-10-01 13:27:59.068020,16.95,71.53,1832.36,19.75,5.86,164.18,265.82,92.75,1035.07
2025-10-01 13:28:01.068762,31.46,49.57,1884.18,20.26,9.27,571.27,65.32,55.8,988.63
2025-10-01 13:28:03.069208,21.19,87.23,650.94,20.02,10.89,919.54,259.01,44.64,1043.0
2025-10-01 13:28:05.070020,20.63,47.86,532.35,19.74,8.95,591.16,114.51,1.37,992.91
2025-10-01 13:28:07.070848,26.45,51.94,1210.5,20.84,7.6,526.14,154.7,93.62,1032.11
2025-10-01 13:28:09.071317,33.76,52.51,459.26,20.75,0.54,102.34,53.2,66.92,1015.54
2025-10-01 13:28:11.072660,23.03,39.89,1879.68,20.16,1.4,545.86,138.01,19.12,979.16
2025-10-01 13:28:13.073328,16.28,42.11,1711.84,19.94,9.28,589.18,140.08,90.48,956.65
2025-10-01 13:28:15.074722,19.09,47.22,1864.64,19.53,6.08,138.19,153.12,8.14,1004.38
2025-10-01 13:28:17.075511,15.21,73.71,1866.52,19.63,10.32,223.42,198.7,92.04,996.6
2025-10-01 13:28:19.076127,30.47,31.59,686.23,19.33,5.79,736.26,293.29,74.08,972.79
2025-10-01 13:28:21.076336,21.21,78.85,1205.8,20.95,10.73,618.21,7.2,94.35,1016.74
2025-10-01 13:28:23.076795,34.01,83.5,1774.62,19.02,9.81,697.15,384.27,30.0,1014.56
2025-10-01 13:28:25.077674,17.74,71.92,1086.42,20.11,4.22,363.14,157.03,82.62,958.87
2025-10-01 13:28:27.078258,30.45,64.36,1203.67,20.95,7.37,915.07,419.11,45.77,1004.53
2025-10-01 13:28:29.078987,18.97,67.92,1269.76,20.99,5.16,849.88,485.98,1.14,951.19
2025-10-01 13:28:31.079910,19.15,81.0,511.68,19.91,3.05,657.19,278.83,37.93,968.9
2025-10-01 13:28:33.080582,31.96,71.29,1018.9,20.69,9.26,440.26,313.57,39.59,1005.95
2025-10-01 13:28:35.081295,15.17,47.3,730.51,20.11,0.77,831.22,31.42,42.52,957.16
2025-10-01 13:28:37.082291,32.23,31.1,480.97,19.5,6.51,900.35,174.5,3.03,984.76
2025-10-01 13:28:39.082964,23.92,36.38,1231.47,20.84,3.69,593.11,115.69,43.98,1007.49
2025-10-01 13:28:41.084236,15.08,52.72,1273.73,19.64,1.67,110.24,374.82,70.51,998.84
2025-10-01 13:28:43.085350,34.85,88.34,1599.35,20.49,9.1,236.35,488.0,8.22,1045.65
2025-10-01 13:28:45.086235,27.57,84.39,1147.35,19.29,10.71,134.65,5.4,2.02,975.07
2025-10-01 13:28:47.087257,32.85,89.66,1425.13,20.29,2.11,521.04,462.55,31.57,952.25
2025-10-01 13:28:49.087982,20.25,60.65,1314.55,20.23,0.04,672.56,439.19,41.02,1024.78
2025-10-01 13:28:51.088835,23.9,50.84,1194.8,19.56,7.93,239.74,289.09,90.85,1027.07
2025-10-01 13:28:53.089411,28.75,44.58,1504.69,20.41,3.23,733.0,186.69,30.46,960.46
2025-10-01 13:28:55.089921,33.93,81.58,1497.23,20.2,8.49,900.69,446.66,34.22,973.53
2025-10-01 13:28:57.091110,16.02,44.64,717.13,19.13,1.9,459.84,117.97,15.46,965.12
2025-10-01 13:28:59.091732,20.51,46.78,435.6,20.17,9.64,978.75,363.32,41.01,1040.73
2025-10-01 13:29:01.092853,25.93,73.38,1186.66,19.5,4.87,777.72,82.56,87.16,971.07
2025-10-01 13:29:03.093831,27.88,56.31,667.07,19.54,1.22,211.54,308.33,52.87,1016.41
2025-10-01 13:29:05.094573,20.32,63.44,437.95,20.44,3.01,425.55,485.54,48.18,1014.35
2025-10-01 13:29:07.095226,22.71,65.71,1844.51,20.46,0.52,746.35,59.02,28.67,1020.28
2025-10-01 13:29:09.095781,32.09,73.95,1884.02,19.66,7.62,539.05,480.88,40.7,1002.43
2025-10-01 13:29:11.096427,20.75,37.69,1197.19,20.94,9.18,64.33,3.08,21.9,1020.78
2025-10-01 13:29:13.096933,25.48,36.16,573.0,19.54,4.5,125.91,33.63,44.77,1046.6
2025-10-01 13:29:15.097862,17.26,88.85,1345.13,19.21,8.79,570.65,44.93,6.58,1021.61
2025-10-01 13:29:17.098203,24.26,39.05,596.28,19.96,6.38,875.36,353.44,87.13,998.79
2025-10-01 13:29:19.099327,34.4,45.62,1120.95,19.12,6.69,509.03,401.2,9.2,985.17
2025-10-01 13:29:21.100354,29.88,49.52,1221.72,19.88,7.71,403.25,139.46,68.15,1039.29
2025-10-01 13:29:23.101274,21.82,61.94,1762.74,20.53,7.1,857.11,302.6,97.65,967.75
2025-10-01 13:29:25.102852,15.77,57.45,426.18,20.79,0.75,493.51,412.7,75.62,996.06
2025-10-01 13:29:27.103527,27.39,88.12,436.79,20.07,9.49,438.21,259.46,25.13,958.4
2025-10-01 13:29:29.104211,33.09,62.58,1541.23,20.98,4.02,70.91,99.72,39.53,970.51
2025-10-01 13:29:31.105305,19.78,72.6,1882.38,19.85,9.58,373.9,213.8,48.33,1016.74
2025-10-01 13:29:33.105724,30.74,69.88,576.41,19.97,6.15,199.25,245.75,83.72,1031.62
2025-10-01 13:29:35.107006,28.45,72.06,673.79,19.87,10.21,554.37,451.94,97.81,1017.56
2025-10-01 13:29:37.107968,17.58,56.41,517.3,19.3,10.96,845.27,60.57,75.97,992.62
2025-10-01 13:29:39.108763,32.08,52.65,1853.08,20.85,1.24,891.18,204.36,38.04,963.52
2025-10-01 13:29:41.109975,24.45,55.25,976.16,19.03,1.95,420.78,165.87,0.84,956.26
2025-10-01 13:29:43.110900,28.17,86.48,893.94,19.42,9.91,659.85,180.04,47.51,989.68
2025-10-01 13:29:45.111788,17.09,88.33,1984.55,19.3,7.81,273.29,316.19,15.04,992.36
2025-10-01 13:29:47.112687,16.14,74.4,1351.3,19.52,10.49,45.45,240.16,26.63,1048.82
2025-10-01 13:29:49.113750,17.25,53.82,794.56,20.84,4.72,710.98,456.29,86.29,965.72
2025-10-01 13:29:51.114753,22.66,82.22,1264.44,19.87,7.0,228.54,242.69,12.85,994.58
2025-10-01 13:29:53.115791,26.13,72.98,1956.35,19.23,8.81,674.32,244.26,67.73,980.19
2025-10-01 13:29:55.116204,33.89,61.01,952.21,20.03,0.31,678.74,221.63,32.28,1030.05
2025-10-01 13:29:57.116931,21.96,50.13,1720.68,20.4,3.82,648.29,54.02,28.14,958.92
2025-10-01 13:29:59.117480,29.83,37.23,879.35,20.5,3.3,283.83,386.77,45.25,1033.25
2025-10-01 13:30:01.118037,15.89,42.14,1552.01,19.54,3.73,402.84,331.99,24.59,961.6
2025-10-01 13:30:03.118629,31.12,32.33,1777.16,19.51,2.37,335.12,65.31,71.0,1029.71
2025-10-01 13:30:05.119330,26.24,76.61,1525.15,20.34,9.24,319.51,290.62,23.4,1043.56
2025-10-01 13:30:07.119850,29.31,45.26,754.13,20.99,1.0,21.29,228.23,50.55,1001.7
2025-10-01 13:30:09.120606,23.27,65.02,1723.07,20.5,2.0,323.86,351.4,29.34,955.15
2025-10-01 13:30:11.121206,30.03,59.77,1463.66,20.56,7.77,132.94,47.83,8.66,991.68
2025-10-01 13:30:13.121597,23.85,78.26,721.93,19.87,6.05,603.91,215.05,72.3,1018.39
2025-10-01 13:30:15.122330,20.02,59.45,1710.82,19.77,2.55,306.1,166.27,71.77,955.79
2025-10-01 13:30:17.123087,16.23,57.93,1865.38,20.22,10.77,293.09,43.96,69.5,1012.46
2025-10-01 13:30:19.123409,28.06,43.28,1790.84,19.11,0.18,187.69,343.87,71.32,1012.92
2025-10-01 13:30:21.124283,15.31,88.71,613.89,19.78,10.71,706.47,270.11,52.65,1022.59
2025-10-01 13:30:23.124791,16.19,62.51,1913.71,20.22,2.08,395.62,289.32,48.56,1009.43
2025-10-01 13:30:25.125147,22.2,31.92,1595.32,20.83,2.09,318.12,176.77,11.61,998.59
2025-10-01 13:30:27.125874,31.34,43.87,566.85,20.23,5.79,438.56,7.93,47.91,995.08
2025-10-01 13:30:29.127038,18.92,30.11,428.78,19.04,5.09,675.57,316.89,93.63,951.83
2025-10-01 13:30:31.127494,33.16,75.86,1631.85,20.17,2.86,633.95,192.04,26.91,969.16
2025-10-01 13:30:33.128262,28.3,35.88,396.45,19.24,1.68,269.13,211.24,89.27,985.09
2025-10-01 13:30:35.129257,25.33,89.02,1727.25,19.68,7.09,328.63,118.36,18.85,960.75
2025-10-01 13:30:37.130034,34.07,74.44,461.34,19.24,9.08,223.51,455.63,75.12,952.81
2025-10-01 13:30:39.130547,30.92,66.1,1406.88,19.48,7.08,870.2,209.86,27.67,970.57
2025-10-01 13:30:41.131411,15.44,40.62,1406.24,19.42,1.71,894.91,125.12,30.2,1004.78
2025-10-01 13:30:43.132397,28.54,34.89,1500.21,20.06,10.2,104.67,233.92,20.45,994.49
2025-10-01 13:30:45.133091,18.95,74.96,1538.18,19.35,5.57,747.01,361.91,45.38,965.98
2025-10-01 13:30:47.133954,23.93,81.6,1057.11,19.94,7.83,837.88,58.65,16.72,1044.56
2025-10-01 13:30:49.134980,20.21,79.28,570.68,20.06,7.82,531.27,397.47,84.34,1001.73
2025-10-01 13:30:51.135526,15.64,38.67,1389.13,19.96,3.45,324.73,156.37,86.8,1031.54
2025-10-01 13:30:53.136106,27.51,66.13,888.28,20.25,4.62,930.67,304.95,25.87,1032.67
2025-10-01 13:30:55.136563,15.78,84.67,1801.03,20.32,5.47,537.38,44.94,30.36,1046.03
2025-10-01 13:30:57.137291,29.65,64.89,1751.45,19.01,6.02,819.18,229.1,42.58,950.64
2025-10-01 13:30:59.138344,16.14,83.23,620.24,20.06,0.77,58.75,291.64,84.79,1009.96
2025-10-01 13:31:01.139258,15.41,67.34,1588.75,20.53,3.53,89.72,247.43,2.51,1006.51
2025-10-01 13:31:03.139800,29.61,42.16,1252.99,19.31,2.21,704.1,32.43,4.03,1005.24
2025-10-01 13:31:05.140306,18.54,82.94,1005.92,19.77,6.87,712.01,25.83,9.68,992.56
2025-10-01 13:31:07.141067,26.83,30.39,1109.28,20.77,4.68,578.2,313.02,28.51,1015.58
2025-10-01 13:31:09.141419,22.19,84.18,1763.81,20.96,5.27,52.43,4.21,80.39,1019.52
2025-10-01 13:31:11.141925,23.88,39.55,604.51,20.85,6.73,663.1,416.87,73.49,963.7
2025-10-01 13:31:13.142846,31.42,68.01,436.39,20.58,0.7,68.54,228.5,5.69,956.82
2025-10-01 13:31:15.143795,18.12,67.33,615.64,20.95,3.7,659.32,89.68,54.21,1009.62
2025-10-01 13:31:17.144368,21.48,68.07,521.67,19.61,5.61,498.03,152.06,91.88,1001.95
2025-10-01 13:31:19.145224,17.62,44.99,555.97,20.34,6.48,651.54,324.84,55.44,973.67
2025-10-01 13:31:21.146389,15.18,70.45,661.08,19.36,7.45,353.28,286.86,64.76,1032.59
2025-10-01 13:31:23.147236,16.16,87.18,1696.89,19.59,9.26,83.76,271.19,44.9,1025.97
2025-10-01 13:31:25.147914,34.39,43.7,1305.24,19.51,1.15,738.93,235.84,73.96,1002.05
2025-10-01 13:31:27.148925,15.64,65.36,1693.8,19.59,10.07,19.98,452.56,89.9,1011.56
2025-10-01 13:31:29.149672,15.54,34.2,579.2,20.94,5.65,295.82,321.32,27.66,968.43
2025-10-01 13:31:31.150795,30.63,42.29,1653.96,20.32,1.6,83.65,292.54,24.21,1031.05
2025-10-01 13:31:33.151942,22.37,75.97,873.61,19.79,0.12,279.86,393.82,71.04,989.7
2025-10-01 13:31:35.152645,25.63,50.88,1446.97,19.77,9.9,35.09,329.52,46.22,960.98
